note_id,note_text
"0d","Public school days bus operates from Godron St via Oxley Hwy, Findlay Av, Hastings River Dr, Bellbowrie St & Bay St omitting part of Hastings River Dr & Park St"
"0e","A Change of bus may be required at Settlement City"
"0f","D - Diverts to Oxley Hwy & Widderson St (TAFE & University of Newcastle)"
"0g","School days bus operates via Oxley Hwy & Widderson St in the opposite direction"
"0h","Bus Operates to Industrial area, TAFE & University of Newcastle to Settlement City then Port Central via Savoy St, Lake R, Oxley Hwy, Findlay Ave, Hastings RiverDr, Bellbowrie St & Bay St omitting Private Hospital & Gordon St"
"0j","Public school days bus operates from TAFE & University of Newcastle at 3:13p, to Settlement City via Oxley Hwy, Findlay Av, Hastings River Dr, Aston St, Warlters St, Park St & Bay St"
"0l","Bus operates via Spooners Av Direct"
"0m","Commences 4 minutes earlier from Sherwood Rd & Hillview Dr"
"0n","Bus operates via Rawson St, Jeffery St & Belmore St omitting Park St"
"0o","Bus operates to this location only on request"
"0q","Bus operates via Main St, Rawson St & Smithtown Rd"
"0r","Operates to Rocks Shopping Fair"
"1811","To travel to Park Beach Plaza use Route 366. A change of bus may be required at Park Av"
"1816","Bus departs Crazy Clarks (Park Av)"
"1820","Bus diverts via Kuta Rd loop, Valla Beach"
"1821","Bus operates direct along Pacific Hwy omitting Base Hospital, Stadium Dr, Toormina Rd & Lyons Rd"
"1822","Change bus at Urunga to Route 358 for travel to Bellingen"
"1831","To travel from Park Beach Plaza use Route 365. A change of bus may be required at Park Av"
"1833","Bus continues via Boundary St & Wallace St"
"1842","Change bus at Urunga to Route 360 for travel to Coffs Harbour"
"2015","Bus operates to Wooloweyah & Angourie on request only"
"2017","Bus operates via North St, Cranworth St, Hoof St, Turf St, Bacon St, Queen St, Oliver St & Prince St between Gateway Village & Market Square"
"2018","Bus operates via Pine St, Ogilvie St, Edgecombe Av, Hillside Dr, Shadybower Dr, Leaf St, Sunset Dr, Carrs Peninsular Rd & Summerland Wy to Lake Edgecombe Cl, returning via Summerland Wy to Pine St"
"2019","Public school days bus diverts from Fitzroy St via Villiers St & Victoria St to Prince St, omitting part of Fitzroy St"
"2020","Bus operates between Grafton & Ryan St Interchange direct via Bent St, omitting South Grafton shops"
"2021","Bus diverts public school days only from Oliver St via Mary St & Fry St to Prince St, omitting part of Prince St, then normal route"
"2022","Bus continues to Maclean Council Chambers"
"2024","Bus diverts from Fitzroy St via Villiers St & Victoria St to Prince St, omitting part of Fitzroy St"
"2026","Public school holidays bus operates through timing point 10 minutes later then time shown"
"2027","Bus operates from Marandowie Dr via Johnsons La to Iluke Rd, omiiting Loxton Av, Crompton St, Riverview St, Duke St, Micalo St, Spenser St, Owen St & part of Iluke Rd"
"2028","U - Bus operates public school holidays through timing point 6 minutes later then time shown. L - Bus diverts public school days from Marandowie Dr via Melville St, Sovereigh St & Loxton Av to Compton St, omitting part of Loxton Av"
"2029","Bus operates between Maclean & Iluke Rd via Pacific Hwy direct, omitting Harwood & Chatsworth"
"2030","Bus diverts public school days from Marandowie Dr via Melville St, Sovereigh St & Loxton Av to Compton St, omitting part of Loxton Av"
"2031","Bus operates public school holidays through timing point 6 minutes later then time shown"
"2032","Bus diverts from Iluke Rd via Johnsons La, Marandowie Dr, Loxton Av to Compton St, then standard route to spenser St, then via Crown St, Charles St & Owen St to opposite the information Bay"
"2048","Public school days bus operates through timing point 10 minutes earlier then time shown"
"2049","Bus operates public school days through timing point 6 minutes earlier then time shown"
"2092","Bus operates via Ocean Dr direct"
"2093","Bus operates via Smithtown Rd, Rawson St & Main St"
"2100","A A change of buses is required at Settlement City"
"2241","Bus operates from Smithtown Rd via Rawson St & Main St to Belmore St, Setting down on return Journey"
"2260",". via R Waterfall Wy L Old Pacific Hwy Bus operates direct via Waterfall Wy, Old Pacific Hwy to Raleigh PS public school days, omitting Short Cut Wy. Bus terminates at Bowra St & Bonville St"
"2569","V - Bus operates via Hogbin Dr Sth, Victoria St & Boambee St omitting part of Harbour Dr"
"1790","Bus operates via Newtown Rd and Kerrisons Lane"
"1791","Bus operates to Pambula Interchange on request only"
"1792","On request only"
"1793","Bus operates to South East Regional Hospital and Canning St on request"
"1794","Stops to pick up and set down booked customers only when required"
"1795","Bus operates to South East Regional Hospital on request"
"1796","Bus operates to Rotary Park and Eden Wharf on request"
"1797","Bus continues to Bega on request"
"1800","Bus operates to Church St on request.  Transfer at Church St for service to  South East Regional Hospital"
"1801","Bus operates to Surf Circle on request"
"1802","Bus continues to Tura Beach on request"
"1803","Bus continues to Tathra on request only"
"1799","On request"
"2146","Combined Route 130\39 service on weekends. Bus operates Shoalhaven Heads"
"2147","On-demand stop. Please call 4423 2122, at least 1 hour prior to departure, to arrange a pick-up from this location"
"03","Bus diverts to Teralba Rd"
"04","On School Days only, bus commences from Minmi & Oakville and operates via L Oakville R Harris, L Peatmoss R Hilldale L Flamingo, R Elanet, L Northlakes, L Portland"
"0w","Diverts  via Sanctuar"
"1584","On School Days only bus diverts via Glendale HS"
"1585","On School Days only diverts via Callaghan College"
"1589","On School Days only diverts via Bishop Tyrell College"
"1591","On School Days only bus diverts via St Patricks PS"
"1596","On School Days only diverts via Wangi Wangi PS"
"1599","Bus diverts via Bolton Pt"
"1603","On School Days only bus diverts via St Patricks Primary School"
"1604","Operate direct to Toronto via Donnolly Rd and Wangi Rd"
"1612","On School Days only bus diverts to West Wallsend HS"
"1613","On School Days only bus diverts to Bishop Tyrell College"
"1614","Bus diverts via Woodrising"
"1615","Between Arcadia Vale and Rathmines operate direct via Clydebank Rd, Rothley Gardens, Secret Corner Rd, Fishing Point Rd and Rosemary Row"
"1618","Divert via Awaba Station"
"1620","Bus diverts R Crest L Ridley"
"1621","Travels direct to Wangi via Dorrington Rd, Clydebank, R Ilford, Alexandra Pde"
"1624","On School Days only bus extends to Toronto HS"
"1626","Bus operates via Fice Islands Rd, Esplanade"
"1628","Diverts via Ridge, Wangi direct to Toronto Victory Pde"
"1653","Bus diverts via Blue Gum, R Janet"
"1654","Bus diverts via Janet, L Sunset, L University, R into Uni"
"1783","On School Days only bus diverts via St Patricks Primary School & Wallsend HS"
"2205","On School Days only, bus commences from Minmi & Oakville and operates via L Oakville R Harris, L Peatmoss R Hilldale L Flamingo, R Elanet, L North Lakes, L Portland"
"2211","Bus diverts via Ridley St and Crest Ave"
"2620","Divert via  L Martinsville Rd, L Mathews Valley Rd, U Turn at Sylvester Rd return Via Mathews Valley Rd, R Martinsville Rd, L Freemans Dr"
"2636","operates direct via Newcastle Rd NOT via Blue Gum Rd"
"2638","operates Friday Only"
"2639","Diverts  via Fassifern Stn"
"2640","Diverts  via Bolton Pt"
"2655","On School Days only Bus extends to Toronto PS"
"1495","Diverts to Blaxland Public School on School Days only"
"1496","Diverts via Emu Plains Schools on School Days Only"
"1500","Diverts via Blue Mountains Grammar School on School Days only"
"1504","Diverts via Railway Pde"
"1505","Diverts via Avoca St, Clifton Ave, Lucasville Rd, Mount St and Hillside Cres on School Days only"
"1506","Change to Leonay Bus"
"1507","Divert via Emu Plains School on School Days Only"
"1510","Diverts via Railway Pde Medlow Bath Station School Days only"
"1511","Operate to Team Rooms"
"1765","Diverts via Springwood PS School Days Only"
"2624","This trip operates via Blaxland High on Wednesdays Only"
"1770","During school holidays bus operates 10 minutes earlier.School Days Only"
"994","Commences from Princes Hwy and Lawrence Hargrave Dr at 0740 and runs via Parkes St.School Days Only"
"1011","U:Terminates at Unanderra Shops"
"1014","A:All Stops"
"1298","E:All stops to Unanderra, Express Figtree Grv to Wgong Hosp then all stops"
"1299","E:All stops to Unanderra. Express Figtree Grv to Wgong Hosp then all stops"
"954","Service Travels to Albion Park Shops"
"1207","Bus terminates at Fairy Meadow except Friday nights"
"1208","Change bus at Stocklands Corrimal for through bus to Wollongong University"
"1210","Change bus at Stocklands Corrimal for through bus to Wollongong"
"1211","Bus does not operate Christmas Day or Good Friday"
"1218","Change bus at Corrimal Shops for through bus to East Woonona/Bulli.  Board at Railway Street bus stop"
"1219","Change bus at Corrimal Shops for through bus to Austinmer. Board at Princes Highway bus stop"
"1220","Bus travels to Wollongong University. Change bus at Stocklands Corrimal for through bus to Wollongong"
"1221","Change bus at Lysaght Street for through bus to Austinmer. Board at Princes Highway bus stop"
"1718","From Woonona Shops Route 92  travels to Bulli Hotel via Princes Highway.  The bus then departs Bulli Hotel for Corrimal via Bulli Beach and Woonona Shops"
"1346","Operates Early Saturday morning only"
"1353","Starts from Callaghan College (Wallsend Campus) 5 minutes earlier on school days only"
"1355","Continues to Callaghan College (Wallsend Campus) on school days only"
"1364","Continues to Callaghan College ( Wallsend Campus) on School days only"
"1373","Terminates at Jesmond"
"1375","Operates via Belmont High School on school days only"
"1575","Diverts Via Denison & Beaumont Sts Operates Early Saturday Morning Only"
"2206","Ferry operates Friday nights only"
"2209","Operates via Newcastle High School on School Days only"
"2213","Diverts Via Newcastle High,  School Days Only"
"05","Operates school days only"
"2616","Via Concord HS on School Days. During School Vacation depart Cabarita 5 minutes later and does not divert via Concord HS"
"70001","Stops to pick up and set down booked customers only when required."
"70002","Stops to pick up booked customers only when required."
"70003","Local travel under 40km not permitted, except where there is no other local coach operator on that route. Further clarification can be obtained by calling 13 22 32."
"70004","Wheelchair accessible only with assistance."
"2180","School Diversion - School Days Only"
"XS117","Pick up at Dean Street can be arranged. Please pre-book."
"FGate","Manly Ferry gates close two minutes before scheduled departure times."
